Date,BKNG ,AMGN ,VNO ,MA ,VRTX ,HRB ,COG ,ORLY ,LLY ,CPRT ,QCOM ,BIIB ,TXN ,MCO ,V ,EBAY ,AAPL ,NKE ,MSFT ,MNST 
2019-06-24,1870.810059,182.318329,64.275345,264.657013,181.020004,27.014603,22.985832000000002,375.48999,114.32783500000001,73.769997,72.025246,235.91000400000001,111.223701,194.220001,173.309235,39.418293,197.236206,84.06291999999999,136.857025,63.560001
2019-06-25,1845.469971,181.933624,63.2467,259.100525,180.149994,27.268993,22.71867,374.459991,114.060875,73.379997,71.424706,240.289993,109.99039499999999,192.906021,170.747223,38.73336,194.24658200000002,82.19265,132.536163,63.330002
2019-06-26,1830.219971,180.680893,61.835995,260.666718,177.66000400000001,27.640798999999998,22.392139,368.190002,110.08614299999999,73.389999,73.787476,238.07000699999998,112.900986,193.00555400000002,170.527908,38.912040999999995,198.44795200000002,82.123009,133.032822,63.599998
2019-06-27,1845.1700440000002,181.519348,62.38460500000001,260.46722400000004,178.580002,28.384409,22.421823999999997,367.570007,110.214684,73.360001,74.26003299999999,239.770004,114.31186699999999,194.438995,170.697372,39.001381,198.388367,83.227272,133.251343,63.57
2019-06-28,1874.709961,181.775803,62.796055,263.888916,183.380005,28.668156,22.71867,369.320007,109.54234299999999,74.739998,74.890106,233.86999500000002,113.22657,194.419083,173.010162,39.209835,196.580658,83.515762,133.062622,63.830002
2019-07-01,1898.4200440000002,183.81768799999998,62.913619999999995,266.12347400000004,181.83999599999999,28.335487,22.768147,374.339996,111.47038300000001,74.970001,76.317612,235.49000499999997,115.6241,197.425323,173.398956,39.596973,200.186111,84.968216,134.771103,64.769997
2019-07-02,1907.9899899999998,184.10372900000002,63.824699,269.914276,179.529999,28.188723,22.77804,383.089996,112.91394,74.800003,75.815529,236.36999500000002,114.509201,199.346497,174.734772,39.785576,201.358109,84.520538,135.665085,64.650002
2019-07-03,1919.6500239999998,186.01736499999998,64.16758,272.418152,183.259995,28.462684999999997,23.282679,386.22000099999997,113.13146200000001,74.970001,75.441422,238.270004,114.390808,201.685791,176.319824,39.606903,203.026749,85.75412,136.539185,65.949997
2019-07-05,1924.75,183.41323899999998,64.187164,271.48046899999997,178.33999599999999,28.20829,23.391521,386.040009,111.549477,74.599998,75.470955,234.25,114.203346,200.511169,176.110489,39.507633,202.847961,86.370926,136.141846,65.91999799999999
2019-07-08,1875.7600100000002,179.76353500000002,64.324333,270.901154,176.75,28.492039000000002,23.58942,386.269989,110.264122,74.139999,75.441422,230.83999599999999,113.394295,196.678726,175.641953,39.249542,198.666458,88.022339,136.042526,66.0
2019-07-09,1877.869995,179.12236000000001,64.667213,273.008606,178.46000700000002,28.218077,23.678476,385.209991,111.806549,75.260002,75.362663,234.22000099999997,114.232933,197.146591,177.177155,39.646606,199.87822,87.58461,135.545883,64.760002
2019-07-10,1869.390015,179.79312099999999,64.951309,275.04614300000003,178.759995,27.826702,23.777424,389.200012,113.240219,75.779999,73.206627,232.42999300000002,115.08144399999999,198.858749,178.752243,39.716087,201.854736,86.987724,136.926559,65.029999
2019-07-11,1874.1700440000002,175.581146,64.147987,277.982574,176.009995,27.523386,23.559734,393.47000099999997,108.58326699999999,76.790001,72.566704,231.600006,115.16037800000001,200.740128,180.177795,39.309101,200.38475,87.833313,137.47287,64.800003
2019-07-12,1882.47998,172.55285600000002,64.265541,279.20108,175.78999299999998,27.719071999999997,23.74774,401.829987,107.07049599999999,77.33000200000001,73.738251,231.419998,116.738998,204.373474,179.769073,39.765724,201.924271,88.65902700000001,137.969528,65.0
2019-07-15,1881.910034,173.726685,64.187164,279.031281,176.369995,27.357052000000003,23.26289,403.230011,107.248474,77.5,74.26003299999999,233.61999500000002,118.23868600000002,204.064896,180.008347,39.974182,203.82135,89.017166,137.969528,65.260002
2019-07-16,1888.9000239999998,175.05835,64.15778399999999,276.284607,176.16000400000001,27.826702,23.005623,405.549988,107.594521,77.470001,74.496307,231.55000299999998,117.09418500000001,204.044983,178.752243,39.626751,203.116135,88.141716,136.161728,65.790001
2019-07-17,1867.7399899999998,174.65391499999998,63.726738,274.946259,177.139999,27.582094,22.154660999999997,399.640015,105.884003,77.040001,74.58491500000001,229.440002,115.61423500000001,201.845078,178.59274299999998,38.743286,201.97392299999998,87.04740100000001,135.35716200000002,65.739998
2019-07-18,1885.910034,177.10022,63.73653,276.444427,178.08999599999999,27.572308000000003,22.164555,403.190002,107.119926,77.809998,73.216476,232.229996,116.98566399999999,203.338226,179.968445,39.477856,204.268295,86.987724,135.506134,64.970001
2019-07-19,1882.089966,175.96583600000002,62.619719999999994,275.265869,174.130005,27.415758,22.085398,396.820007,105.587387,77.510002,73.8367,231.270004,115.693169,199.973633,178.68246499999998,39.914619,201.21907,86.10231800000001,135.704803,63.259997999999996
2019-07-22,1893.699951,173.49981699999998,61.708641,278.272186,174.080002,27.298346000000002,22.026028,394.77999900000003,106.061981,78.239998,74.77196500000001,232.479996,116.600876,201.347351,180.008347,40.371239,205.817734,85.525322,137.50267,63.529999
2019-07-23,1900.25,173.618179,62.38460500000001,278.631775,175.240005,27.17115,22.035923,392.390015,107.001282,79.230003,72.970352,243.88000499999998,118.46561399999999,201.725601,180.33728,40.728596,207.426758,86.25153399999999,138.35690300000002,64.099998
2019-07-24,1919.25,173.381454,62.590332,279.910217,173.33999599999999,27.386404,21.877605,396.5,107.29789699999999,79.370003,74.693207,241.24000499999997,127.276299,202.103882,182.75975,40.728596,207.257935,86.25153399999999,139.777344,64.739998
2019-07-25,1926.130005,171.744003,62.296436,279.011322,169.559998,26.848267,21.560968,376.0,106.60578899999999,79.139999,74.181274,238.210007,125.648338,199.94378700000001,181.025146,40.510216,205.619095,86.82854499999999,139.250885,64.160004
2019-07-26,1966.8499760000002,172.957291,62.619719999999994,281.728027,166.830002,26.858051,18.958612,383.790009,107.05072,79.43,74.053291,238.210007,126.447525,202.472183,183.118622,40.927128,206.33421299999998,87.087204,140.39318799999998,65.199997
2019-07-29,1919.550049,173.687241,62.93320799999999,281.098785,166.229996,27.190720000000002,18.928925,389.820007,107.495651,78.300003,73.807175,237.11000099999998,128.233337,200.55098,182.640121,41.264629,208.261078,87.166786,140.085266,65.389999
2019-07-30,1916.589966,174.052216,63.197722999999996,277.82275400000003,169.53999299999998,27.259210999999997,19.126825,383.350006,107.46599599999999,77.82,73.64964300000001,241.50999500000003,127.57826200000001,201.31749,180.965347,41.076031,207.367172,86.74895500000001,139.409821,65.510002
2019-07-31,1886.609985,184.04453999999998,63.01158100000001,271.93987999999996,166.619995,27.092876,18.958612,380.76001,107.72306100000002,77.529999,72.025246,237.82000699999998,124.074684,213.362274,177.44632,40.887421,211.59835800000002,85.58500699999999,135.35716200000002,64.470001
2019-08-01,1879.859985,183.472427,62.227856,273.827606,179.28999299999998,26.877619,18.533131,374.799988,109.26550300000001,76.739998,70.095642,243.059998,122.526352,215.064484,178.612686,40.79808,207.019531,82.690063,137.135162,63.459998999999996
2019-08-02,1846.0799559999998,184.675858,62.217957,269.12332200000003,178.389999,26.877619,18.077967,369.929993,111.15398400000001,76.139999,70.046417,242.270004,120.90855400000001,213.32247900000002,176.86811799999998,40.281902,202.639389,80.720299,135.982925,62.389998999999996
2019-08-05,1788.5999760000002,179.03358500000002,60.426159,256.528595,175.559998,26.124226,17.266586,363.619995,107.48576399999999,73.400002,67.732872,235.210007,116.05513799999999,201.765427,168.334747,38.524906,192.031647,78.561523,131.324356,58.959998999999996
2019-08-06,1786.52002,181.953354,60.257866,264.3591,176.940002,26.329695,17.108269,373.559998,110.14546999999999,74.599998,67.11264,240.169998,118.10965,205.358963,171.94348100000002,39.398441,195.666885,80.879478,133.787735,60.18
2019-08-07,1821.560059,181.045853,60.277668000000006,268.98349,175.649994,26.515597999999997,17.36688,375.839996,109.868622,75.050003,68.32356300000001,237.580002,119.81678000000001,207.300064,174.77465800000002,39.428222999999996,197.693085,80.859573,134.373779,60.389998999999996
2019-08-08,1941.0100100000002,182.71289099999998,61.802181000000004,277.702911,182.940002,27.102660999999998,17.57576,381.589996,112.686531,75.639999,70.154709,238.229996,123.379921,213.670868,179.340408,40.946983,202.053375,82.570679,137.959595,62.18
2019-08-09,1917.689941,193.583145,61.307209,274.616669,182.979996,26.877619,17.277361,378.309998,112.488777,75.620003,70.390991,235.80000299999998,119.707603,213.153259,178.493057,40.013889,200.388382,81.555962,136.787506,59.23
2019-08-12,1916.890015,202.983643,60.544952,269.672638,179.83999599999999,26.505814,17.257467000000002,370.839996,112.32069399999999,75.290001,68.717361,230.960007,119.181572,211.95871,175.791473,39.448074,199.879898,81.22766899999999,134.880356,56.48
2019-08-13,1943.189941,203.319016,60.861731999999996,274.197144,183.91000400000001,27.180934999999998,16.899387,373.540009,114.39704099999999,76.290001,71.06044,233.229996,122.417175,212.52612299999998,178.054428,40.678967,208.344498,82.889023,137.671555,58.040001000000004
2019-08-14,1891.189941,197.557297,59.58470500000001,266.82611099999997,179.529999,26.593871999999998,16.073814000000002,369.429993,109.65929399999999,74.309998,69.780609,226.72000099999997,119.697678,205.567993,172.970276,39.348808,202.143112,80.610863,133.52563500000002,56.110001000000004
